"","Std Sample Name","GSM ID","Primary Name","Study","Number of Read Pairs","Bio-rep","Pulldown or HiC","Restriction Enzyme","Cell Name","Cell Type","Organ","Biomaterial","Disease","5kb FC Loops (Unfiltered)","10kb FC Loops (Unfiltered)","25kb FC Loops (Unfiltered)","5kb FC Loops (Filtered)","10kb FC Loops (Filtered)","25kb FC Loops (Filtered)","5kb FH Loops (Unfiltered)","10kb FH Loops (Unfiltered)","25kb FH Loops (Unfiltered)","5kb FH Loops (Filtered)","10kb FH Loops (Filtered)","25kb FH Loops (Filtered)","5kb HiCCUPs Loops","10kb HiCCUPs Loops","25kb HiCCUPs Loops","1kb HiC Loops","5kb HiC Loops","5kb FC Longrange (Unfiltered)","10kb FC Longrange (Unfiltered)","25kb FC Longrange (Unfiltered)","5kb FC Longrange (Filtered)","10kb FC Longrange (Filtered)","25kb FC Longrange (Filtered)","5kb FH Longrange (Unfiltered)","10kb FH Longrange (Unfiltered)","25kb FH Longrange (Unfiltered)","5kb FH Longrange (Filtered)","10kb FH Longrange (Filtered)","25kb FH Longrange (Filtered)","5kb HiCCUPs Longrange","10kb HiCCUPs Longrange","25kb HiCCUPs Longrange","1kb HiC Longrange","5kb HiC Longrange","CP Peak Number","FH Peak Number","CP Peak BigBed","FH Peak BigBed","UUID","5kb FC QC Status (Unfiltered)","10kb FC QC Status (Unfiltered)","25kb FC QC Status (Unfiltered)","5kb FC QC Status (Filtered)","10kb FC QC Status (Filtered)","25kb FC QC Status (Filtered)","5kb FH QC Status (Unfiltered)","10kb FH QC Status (Unfiltered)","25kb FH QC Status (Unfiltered)","5kb FH QC Status (Filtered)","10kb FH QC Status (Filtered)","25kb FH QC Status (Filtered)","5kb HiCCUPs QC Status","10kb HiCCUPs QC Status","25kb HiCCUPs QC Status"
"","WTC-11","4DNESODGV2V2","WTC-11 (vc)","Job Dekker, UMMS","1,733,349,671","N/A","Hi-C","MNase","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","15813","64330","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIXSZ8ZVW.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIXSZ8ZVW.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","d0b1f69d-8893-4df9-bf93-c047ceb85206","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","IMR-90","4DNES1ZEJNRU","IMR-90 (raw)","Erez Lieberman Aiden, BCM","1,082,513,502","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","50257","20032","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIH7TH4MF.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIH7TH4MF.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","c08aa96a-0e5c-4577-ae43-52420e8f9f8c","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","IMR-90","4DNES1ZEJNRU","IMR-90 (kr)","Erez Lieberman Aiden, BCM","1,082,513,502","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6860","39000","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIH7TH4MF.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIH7TH4MF.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","c08aa96a-0e5c-4577-ae43-52420e8f9f8c","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","IMR-90","4DNES1ZEJNRU","IMR-90 (vc)","Erez Lieberman Aiden, BCM","1,082,513,502","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","3909","41672","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIH7TH4MF.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIH7TH4MF.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","c08aa96a-0e5c-4577-ae43-52420e8f9f8c","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H9","4DNES1INHSG7","H9 (raw)","Bing Ren, UCSD","2,250,761,655","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","249272","98887","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFII6AN691.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFII6AN691.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","afdd93db-dff6-4fdd-84ab-b897ad761201","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H9","4DNES1INHSG7","H9 (kr)","Bing Ren, UCSD","2,250,761,655","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","51891","57206","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFII6AN691.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFII6AN691.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","afdd93db-dff6-4fdd-84ab-b897ad761201","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H9","4DNES1INHSG7","H9 (vc)","Bing Ren, UCSD","2,250,761,655","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","34545","65565","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFII6AN691.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFII6AN691.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","afdd93db-dff6-4fdd-84ab-b897ad761201","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H9","4DNESAL82BWY","H9 (raw)","Bing Ren, UCSD","2,277,810,497","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","220291","154677","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIDZT7PR8.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIDZT7PR8.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","eab6f90a-c487-4cb1-ad5f-44837c3a8fd3","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H9","4DNESAL82BWY","H9 (kr)","Bing Ren, UCSD","2,277,810,497","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","46804","52434","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIDZT7PR8.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIDZT7PR8.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","eab6f90a-c487-4cb1-ad5f-44837c3a8fd3","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H9","4DNESAL82BWY","H9 (vc)","Bing Ren, UCSD","2,277,810,497","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","35002","62069","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIDZT7PR8.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIDZT7PR8.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","eab6f90a-c487-4cb1-ad5f-44837c3a8fd3","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HCT116","4DNESJV9TH8Q","HCT116 (raw)","Erez Lieberman Aiden, BCM","2,550,456,389","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","48866","3914","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFILIM6FDL.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFILIM6FDL.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","92cffea5-3f0d-4531-92f3-ea0ab37039c8","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HCT116","4DNESJV9TH8Q","HCT116 (kr)","Erez Lieberman Aiden, BCM","2,550,456,389","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","9007","4287","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFILIM6FDL.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFILIM6FDL.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","92cffea5-3f0d-4531-92f3-ea0ab37039c8","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HCT116","4DNESJV9TH8Q","HCT116 (vc)","Erez Lieberman Aiden, BCM","2,550,456,389","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","5921","6674","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFILIM6FDL.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFILIM6FDL.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","92cffea5-3f0d-4531-92f3-ea0ab37039c8","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H1-hESC","4DNESX75DD7R","H1-hESC (raw)","Job Dekker, UMMS","3,317,614,789","N/A","Hi-C","DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","456680","182386","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIIMZB6Y9.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIIMZB6Y9.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","f3c6d1ef-1989-4129-8d94-9b4e4ad63a17","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H1-hESC","4DNESX75DD7R","H1-hESC (kr)","Job Dekker, UMMS","3,317,614,789","N/A","Hi-C","DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","108969","78991","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIIMZB6Y9.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIIMZB6Y9.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","f3c6d1ef-1989-4129-8d94-9b4e4ad63a17","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H1-hESC","4DNESX75DD7R","H1-hESC (vc)","Job Dekker, UMMS","3,317,614,789","N/A","Hi-C","DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","62063","92656","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIIMZB6Y9.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIIMZB6Y9.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","f3c6d1ef-1989-4129-8d94-9b4e4ad63a17","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HFFc6","4DNESN49VY8X","HFFc6 (raw)","Job Dekker, UMMS","3,198,919,289","N/A","Hi-C","DdeI and DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","502169","139318","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFI5SUHCGZ.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFI5SUHCGZ.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","d894d000-7d3f-450b-beff-cd9f151bb5d7","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HFFc6","4DNESN49VY8X","HFFc6 (kr)","Job Dekker, UMMS","3,198,919,289","N/A","Hi-C","DdeI and DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","123078","81354","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFI5SUHCGZ.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFI5SUHCGZ.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","d894d000-7d3f-450b-beff-cd9f151bb5d7","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HFFc6","4DNESN49VY8X","HFFc6 (vc)","Job Dekker, UMMS","3,198,919,289","N/A","Hi-C","DdeI and DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","118242","98865","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFI5SUHCGZ.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFI5SUHCGZ.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","d894d000-7d3f-450b-beff-cd9f151bb5d7","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H9","4DNES8IIWFGK","H9 (raw)","Bing Ren, UCSD","2,265,792,665","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","188283","146043","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFINEQY95T.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFINEQY95T.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","a3be2d8f-1456-4f67-b539-a695d97755d2","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
