"","Std Sample Name","GSM ID","Primary Name","Study","Number of Read Pairs","Bio-rep","Pulldown or HiC","Restriction Enzyme","Cell Name","Cell Type","Organ","Biomaterial","Disease","5kb FC Loops (Unfiltered)","10kb FC Loops (Unfiltered)","25kb FC Loops (Unfiltered)","5kb FC Loops (Filtered)","10kb FC Loops (Filtered)","25kb FC Loops (Filtered)","5kb FH Loops (Unfiltered)","10kb FH Loops (Unfiltered)","25kb FH Loops (Unfiltered)","5kb FH Loops (Filtered)","10kb FH Loops (Filtered)","25kb FH Loops (Filtered)","5kb HiCCUPs Loops","10kb HiCCUPs Loops","25kb HiCCUPs Loops","1kb HiC Loops","5kb HiC Loops","5kb FC Longrange (Unfiltered)","10kb FC Longrange (Unfiltered)","25kb FC Longrange (Unfiltered)","5kb FC Longrange (Filtered)","10kb FC Longrange (Filtered)","25kb FC Longrange (Filtered)","5kb FH Longrange (Unfiltered)","10kb FH Longrange (Unfiltered)","25kb FH Longrange (Unfiltered)","5kb FH Longrange (Filtered)","10kb FH Longrange (Filtered)","25kb FH Longrange (Filtered)","5kb HiCCUPs Longrange","10kb HiCCUPs Longrange","25kb HiCCUPs Longrange","1kb HiC Longrange","5kb HiC Longrange","CP Peak Number","FH Peak Number","CP Peak BigBed","FH Peak BigBed","UUID","5kb FC QC Status (Unfiltered)","10kb FC QC Status (Unfiltered)","25kb FC QC Status (Unfiltered)","5kb FC QC Status (Filtered)","10kb FC QC Status (Filtered)","25kb FC QC Status (Filtered)","5kb FH QC Status (Unfiltered)","10kb FH QC Status (Unfiltered)","25kb FH QC Status (Unfiltered)","5kb FH QC Status (Filtered)","10kb FH QC Status (Filtered)","25kb FH QC Status (Filtered)","5kb HiCCUPs QC Status","10kb HiCCUPs QC Status","25kb HiCCUPs QC Status"
"","H9","4DNES8IIWFGK","H9 (kr)","Bing Ren, UCSD","2,265,792,665","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","38295","44223","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFINEQY95T.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFINEQY95T.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","a3be2d8f-1456-4f67-b539-a695d97755d2","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H9","4DNES8IIWFGK","H9 (vc)","Bing Ren, UCSD","2,265,792,665","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","24757","52274","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFINEQY95T.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFINEQY95T.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","a3be2d8f-1456-4f67-b539-a695d97755d2","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H1-hESC differentiated to definitive endoderm","4DNESCOQ5YRS","H1-hESC differentiated to definitive endoderm (raw)","Job Dekker, UMMS","2,689,784,220","N/A","Hi-C","DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","125373","155747","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIJWBWE41.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIJWBWE41.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","311da36c-a2c4-4e46-8b10-8a1033cd2c87","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H1-hESC differentiated to definitive endoderm","4DNESCOQ5YRS","H1-hESC differentiated to definitive endoderm (kr)","Job Dekker, UMMS","2,689,784,220","N/A","Hi-C","DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","23946","47515","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIJWBWE41.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIJWBWE41.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","311da36c-a2c4-4e46-8b10-8a1033cd2c87","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","H1-hESC differentiated to definitive endoderm","4DNESCOQ5YRS","H1-hESC differentiated to definitive endoderm (vc)","Job Dekker, UMMS","2,689,784,220","N/A","Hi-C","DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11945","59611","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIJWBWE41.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIJWBWE41.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","311da36c-a2c4-4e46-8b10-8a1033cd2c87","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","CyT49","4DNESOL9JVE2","CyT49 (raw)","Bing Ren, UCSD","2,429,633,746","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","109439","142507","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIQ2687RT.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIQ2687RT.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","d5eb499a-8d9d-4051-8ceb-d523ce8ac76a","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","CyT49","4DNESOL9JVE2","CyT49 (kr)","Bing Ren, UCSD","2,429,633,746","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","20366","42553","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIQ2687RT.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIQ2687RT.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","d5eb499a-8d9d-4051-8ceb-d523ce8ac76a","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","CyT49","4DNESOL9JVE2","CyT49 (vc)","Bing Ren, UCSD","2,429,633,746","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","17194","51928","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIQ2687RT.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIQ2687RT.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","d5eb499a-8d9d-4051-8ceb-d523ce8ac76a","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HCT116","4DNES3QAGOZZ","HCT116 (raw)","Erez Lieberman Aiden, BCM","2,686,308,067","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","147775","94832","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIP71EWXC.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIP71EWXC.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","b5642e0b-0bfe-455a-9713-bd0b86362117","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HCT116","4DNES3QAGOZZ","HCT116 (kr)","Erez Lieberman Aiden, BCM","2,686,308,067","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18700","22035","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIP71EWXC.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIP71EWXC.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","b5642e0b-0bfe-455a-9713-bd0b86362117","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HCT116","4DNES3QAGOZZ","HCT116 (vc)","Erez Lieberman Aiden, BCM","2,686,308,067","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","24772","30475","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIP71EWXC.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIP71EWXC.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","b5642e0b-0bfe-455a-9713-bd0b86362117","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HepG2","4DNESC2DEQIJ","HepG2 (raw)","Job Dekker, UMMS","2,022,133,251","N/A","Hi-C","DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","72592","99512","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFICSTCJQZ.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFICSTCJQZ.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","07a4d580-6063-4510-82c5-df535b599705","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HepG2","4DNESC2DEQIJ","HepG2 (kr)","Job Dekker, UMMS","2,022,133,251","N/A","Hi-C","DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","17468","41192","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFICSTCJQZ.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFICSTCJQZ.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","07a4d580-6063-4510-82c5-df535b599705","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HepG2","4DNESC2DEQIJ","HepG2 (vc)","Job Dekker, UMMS","2,022,133,251","N/A","Hi-C","DpnII","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","9111","48964","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFICSTCJQZ.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFICSTCJQZ.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","07a4d580-6063-4510-82c5-df535b599705","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","CyT49 differentiated to definitive endoderm","4DNESV11RYSF","CyT49 differentiated to definitive endoderm (raw)","Bing Ren, UCSD","2,748,013,568","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","308175","148337","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIYDBBSE3.1000.raw.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIYDBBSE3.5000.raw.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","3c3c1a1e-79b8-429c-8672-5238d927c77b","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","CyT49 differentiated to definitive endoderm","4DNESV11RYSF","CyT49 differentiated to definitive endoderm (kr)","Bing Ren, UCSD","2,748,013,568","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","75738","57477","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIYDBBSE3.1000.kr.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIYDBBSE3.5000.kr.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","3c3c1a1e-79b8-429c-8672-5238d927c77b","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","CyT49 differentiated to definitive endoderm","4DNESV11RYSF","CyT49 differentiated to definitive endoderm (vc)","Bing Ren, UCSD","2,748,013,568","N/A","Hi-C","MboI","Currently Unavailable","Currently Unavailable","Undetermined","Under Review","Currently Unavailable","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","58565","70771","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIYDBBSE3.1000.vc.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hic/mustache/4DNFIYDBBSE3.5000.vc.longrange.bed.gz","-1","-1","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","3c3c1a1e-79b8-429c-8672-5238d927c77b","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
